Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_form_chunks_100	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+3	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
Dataset/Test/colombi_119_test.conllu	5	67	13.4	4.5344827586206895	0	0	8.955223880597014	10.447761194029852	8.955223880597014	4.477611940298507	2.985074626865672	16.417910447761194	0	17.91044776119403	0	0	10.447761194029852	0	13.432835820895523	0	0	5.970149253731344	0	0.4827586206896552	0	50.0	50.0	0	0	0	100.0	0	50.0	0	0	50.0	0	0	0	0	0	0	0	100.0	0	33.333333333333336	0	66.66666666666667	33.333333333333336	33.333333333333336	33.333333333333336	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	1.0	100.0	4.25	0	0	0	25.0	50.0	0	25.0	2.6	13.4	7.0	2.6792452830188678	13	1.0	5	100.0	0	0	0	0	75.0	25.0	100.0	0.0	0	0	0	8.955223880597014	7.462686567164179	1.492537313432836	2.985074626865672	0	10.447761194029852	2.985074626865672	0	0	1.492537313432836	1.492537313432836	0	11.940298507462687	2.985074626865672	1.492537313432836	0	0	1.492537313432836	0	0	0	0	0	0	2.985074626865672	0	7.462686567164179	5.970149253731344	0	0	2.985074626865672	2.985074626865672	0	0	13.432835820895523	7.462686567164179	0	1.492537313432836	100.0	0.0	0	0	0	0	0	0	0	0
Dataset/Test/colombi_194_test.conllu	4	95	23.75	4.682352941176471	0	0	8.421052631578947	13.68421052631579	6.315789473684211	4.2105263157894735	3.1578947368421053	14.736842105263158	0	15.789473684210526	0	0	6.315789473684211	0	10.526315789473685	2.1052631578947367	0	14.736842105263158	0	0.5058823529411764	0	22.22222222222222	55.55555555555556	22.22222222222222	0	0	100.0	0	28.571428571428573	0	35.714285714285715	35.714285714285715	0	0	0	0	0	50.0	0	50.0	0	50.0	0	50.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	3.75	100.0	2.5	7.142857142857143	14.285714285714286	28.571428571428573	28.571428571428573	14.285714285714286	7.142857142857143	0	6.0	6.333333333333333	8.0	2.2098765432098766	12	0	0	0	0	0	0	0	20.0	80.0	100.0	0.0	2.1052631578947367	2.1052631578947367	1.0526315789473684	6.315789473684211	5.2631578947368425	0	2.1052631578947367	1.0526315789473684	10.526315789473685	3.1578947368421053	1.0526315789473684	0	4.2105263157894735	1.0526315789473684	0	12.631578947368421	2.1052631578947367	0	0	0	1.0526315789473684	0	0	0	0	0	0	1.0526315789473684	5.2631578947368425	0	5.2631578947368425	0	0	4.2105263157894735	10.526315789473685	0	0	10.526315789473685	4.2105263157894735	0	3.1578947368421053	30.76923076923077	69.23076923076923	77.77777777777777	22.22222222222222	1.2857142857142858	71.42857142857143	28.571428571428573	0	0	0
Dataset/Test/serao_171_test.conllu	6	110	18.333333333333332	4.119565217391305	0	0	8.181818181818182	10.909090909090908	2.727272727272727	3.6363636363636362	2.727272727272727	20.0	0	22.727272727272727	0	0	4.545454545454546	0	16.363636363636363	0.9090909090909091	0	7.2727272727272725	0	0.4891304347826087	0	50.0	16.666666666666668	33.333333333333336	0	0	100.0	0	75.0	0	25.0	0	0	0	0	0	16.666666666666668	0	0	83.33333333333333	0	50.0	0	50.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.8333333333333333	100.0	2.75	0	37.5	25.0	12.5	0	0	25.0	3.1666666666666665	10.0	9.166666666666666	2.8372093023255816	14	1.0	5	100.0	0	0	0	0	50.0	50.0	100.0	0.0	0	0.9090909090909091	0	2.727272727272727	6.363636363636363	0	0.9090909090909091	0	10.909090909090908	2.727272727272727	0.9090909090909091	0	6.363636363636363	2.727272727272727	0	18.181818181818183	0	1.8181818181818181	0	0	1.8181818181818181	0.9090909090909091	0	0	0	0	0	0	0.9090909090909091	5.454545454545454	4.545454545454546	0	0	3.6363636363636362	5.454545454545454	0	0.9090909090909091	16.363636363636363	5.454545454545454	0	0	75.0	25.0	50.0	50.0	1.0	100.0	0	0	0	0
Dataset/Test/colombi_164_test.conllu	3	76	25.333333333333332	4.753846153846154	0	0	11.842105263157896	14.473684210526315	7.894736842105263	2.6315789473684212	7.894736842105263	9.210526315789474	0	18.42105263157895	0	0	5.2631578947368425	0	14.473684210526315	0	0	7.894736842105263	0	0.5384615384615384	0	0	33.333333333333336	66.66666666666667	0	0	75.0	25.0	66.66666666666667	0	0	33.333333333333336	0	0	0	0	75.0	25.0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	2.3333333333333335	100.0	2.8333333333333335	0	33.333333333333336	16.666666666666668	16.666666666666668	0	33.333333333333336	0	5.333333333333333	10.857142857142858	13.333333333333334	2.6451612903225805	27	1.0	1	100.0	0	0	0	0	0.0	100.0	75.0	25.0	0	2.6315789473684212	1.3157894736842106	6.578947368421052	7.894736842105263	0	1.3157894736842106	0	14.473684210526315	7.894736842105263	1.3157894736842106	0	10.526315789473685	1.3157894736842106	0	9.210526315789474	0	0	0	0	1.3157894736842106	0	0	0	0	0	0	0	0	2.6315789473684212	5.2631578947368425	0	0	1.3157894736842106	6.578947368421052	0	0	14.473684210526315	3.9473684210526314	0	0	42.857142857142854	57.142857142857146	100.0	0.0	1.3333333333333333	66.66666666666667	33.333333333333336	0	0	0
Dataset/Test/serao_192_test.conllu	2	124	62.0	4.847619047619047	0.6	0.64	12.096774193548388	20.967741935483872	4.838709677419355	0.8064516129032258	3.225806451612903	8.064516129032258	0	20.161290322580644	2.4193548387096775	0	8.064516129032258	0	15.32258064516129	0	0	4.032258064516129	0	0.4857142857142857	0	40.0	0	60.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	60.0	0	0	40.0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	2.6	0	0	60.0	20.0	20.0	0	0	5.0	20.666666666666668	35.5	5.12621359223301	45	1.1666666666666667	12	83.33333333333333	16.666666666666668	0	0	0	50.0	50.0	83.33333333333333	16.666666666666668	0	2.4193548387096775	0	4.838709677419355	9.67741935483871	0	0	0	20.967741935483872	3.225806451612903	0	0	7.258064516129032	0.8064516129032258	0	6.451612903225806	0.8064516129032258	0.8064516129032258	0	0	1.6129032258064515	0	0	0	0	0	0	0.8064516129032258	0	12.096774193548388	4.838709677419355	0	2.4193548387096775	0.8064516129032258	3.225806451612903	0	0	15.32258064516129	1.6129032258064515	0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
Dataset/Test/colombi_191_test.conllu	5	82	16.4	4.112676056338028	0	0	2.4390243902439024	10.975609756097562	7.317073170731708	3.658536585365854	2.4390243902439024	15.853658536585366	0	15.853658536585366	2.4390243902439024	0	6.097560975609756	1.2195121951219512	13.414634146341463	3.658536585365854	0	14.634146341463415	0	0.4788732394366197	0	11.11111111111111	66.66666666666667	22.22222222222222	0	0	85.71428571428571	14.285714285714286	58.333333333333336	0	25.0	16.666666666666668	0	0	0	0	0	57.142857142857146	28.571428571428573	14.285714285714286	0	100.0	0	0	0	0	33.333333333333336	66.66666666666667	100.0	0	0	0	0	0	0	0	0	100.0	2.4	100.0	2.9166666666666665	0	8.333333333333334	25.0	41.666666666666664	16.666666666666668	8.333333333333334	0	3.0	6.833333333333333	8.8	2.9696969696969697	29	1.0	3	100.0	0	0	0	0	25.0	75.0	66.66666666666667	33.333333333333336	0	0	6.097560975609756	6.097560975609756	2.4390243902439024	0	1.2195121951219512	1.2195121951219512	7.317073170731708	2.4390243902439024	0	0	3.658536585365854	0	0	14.634146341463415	0	1.2195121951219512	0	0	1.2195121951219512	0	0	1.2195121951219512	0	0	0	2.4390243902439024	7.317073170731708	3.658536585365854	2.4390243902439024	1.2195121951219512	1.2195121951219512	7.317073170731708	4.878048780487805	0	0	13.414634146341463	6.097560975609756	0	1.2195121951219512	45.45454545454545	54.54545454545455	100.0	0.0	1.2	80.0	20.0	0	0	0
Dataset/Test/colombi_107_test.conllu	5	90	18.0	4.666666666666667	0	0	5.555555555555555	10.0	4.444444444444445	5.555555555555555	4.444444444444445	15.555555555555555	0	15.555555555555555	1.1111111111111112	0	8.88888888888889	0	13.333333333333334	3.3333333333333335	0	12.222222222222221	0	0.4358974358974359	0	16.666666666666668	83.33333333333333	0	0	0	100.0	0	18.181818181818183	9.090909090909092	36.36363636363637	36.36363636363637	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	40.0	0	60.0	2.2	100.0	3.0	0	27.272727272727273	18.181818181818183	9.090909090909092	27.272727272727273	9.090909090909092	9.090909090909092	3.6	8.181818181818182	8.8	2.712328767123288	15	1.0	3	100.0	0	0	0	0	28.571428571428573	71.42857142857143	57.142857142857146	42.857142857142854	1.1111111111111112	0	2.2222222222222223	4.444444444444445	4.444444444444445	0	5.555555555555555	0	8.88888888888889	4.444444444444445	1.1111111111111112	0	3.3333333333333335	0	1.1111111111111112	15.555555555555555	0	0	0	1.1111111111111112	1.1111111111111112	0	0	0	0	0	0	0	4.444444444444445	3.3333333333333335	6.666666666666667	0	1.1111111111111112	7.777777777777778	3.3333333333333335	0	0	13.333333333333334	5.555555555555555	0	0	50.0	50.0	80.0	20.0	1.0	100.0	0	0	0	0
Dataset/Test/neera_156_test.conllu	7	81	11.571428571428571	4.3561643835616435	0	0	7.407407407407407	11.11111111111111	4.938271604938271	4.938271604938271	3.7037037037037037	17.28395061728395	0	14.814814814814815	0	0	8.641975308641975	0	9.876543209876543	1.2345679012345678	0	16.049382716049383	0	0.4794520547945205	0	50.0	40.0	10.0	0	0	83.33333333333333	16.666666666666668	46.15384615384615	7.6923076923076925	15.384615384615385	30.76923076923077	0	0	0	0	0	33.333333333333336	0	66.66666666666667	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	25.0	0	75.0	1.8571428571428572	100.0	2.3846153846153846	0	15.384615384615385	53.84615384615385	15.384615384615385	7.6923076923076925	7.6923076923076925	0	3.142857142857143	6.230769230769231	4.571428571428571	2.106060606060606	9	1.0	2	100.0	0	0	0	0	25.0	75.0	50.0	50.0	0	1.2345679012345678	2.4691358024691357	4.938271604938271	6.172839506172839	0	3.7037037037037037	1.2345679012345678	8.641975308641975	3.7037037037037037	1.2345679012345678	0	1.2345679012345678	0	1.2345679012345678	14.814814814814815	2.4691358024691357	0	0	0	0	0	0	1.2345679012345678	0	0	0	2.4691358024691357	2.4691358024691357	2.4691358024691357	3.7037037037037037	0	0	7.407407407407407	6.172839506172839	1.2345679012345678	0	9.876543209876543	8.641975308641975	0	1.2345679012345678	53.84615384615385	46.15384615384615	100.0	0.0	1.5	50.0	50.0	0	0	0
Dataset/Test/serao_146_test.conllu	3	97	32.333333333333336	4.435897435897436	0	0	11.34020618556701	12.371134020618557	2.0618556701030926	2.0618556701030926	5.154639175257732	17.52577319587629	0	18.556701030927837	3.0927835051546393	0	1.0309278350515463	2.0618556701030926	19.587628865979383	0	0	5.154639175257732	0	0.48717948717948717	0	25.0	75.0	0	0	0	100.0	0	40.0	0	20.0	40.0	0	0	0	0	50.0	0	0	50.0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	1.6666666666666667	66.66666666666667	2.0	0	50.0	0	25.0	0	25.0	0	3.3333333333333335	19.4	16.666666666666668	3.68	22	1.0	4	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	1.0309278350515463	0	1.0309278350515463	10.309278350515465	0	1.0309278350515463	1.0309278350515463	12.371134020618557	5.154639175257732	0	0	10.309278350515465	0	0	15.463917525773196	2.0618556701030926	0	0	0	0	0	0	1.0309278350515463	0	0	0	0	0	4.123711340206185	2.0618556701030926	0	3.0927835051546393	1.0309278350515463	5.154639175257732	1.0309278350515463	0	19.587628865979383	3.0927835051546393	0	0	66.66666666666667	33.333333333333336	100.0	0.0	1.0	100.0	0	0	0	0
Dataset/Test/neera_119_test.conllu	5	105	21.0	4.5473684210526315	0	0	7.619047619047619	12.380952380952381	7.619047619047619	5.714285714285714	3.8095238095238093	16.19047619047619	0	14.285714285714286	0	0	11.428571428571429	0.9523809523809523	9.523809523809524	0.9523809523809523	0	9.523809523809524	0	0.4421052631578947	0	16.666666666666668	50.0	33.333333333333336	0	0	100.0	0	40.0	10.0	30.0	20.0	0	0	0	0	75.0	0	0	25.0	0	50.0	16.666666666666668	33.333333333333336	0	0	100.0	0	83.33333333333333	0	0	16.666666666666668	0	0	0	20.0	0	80.0	2.6	60.0	3.2	0	0	20.0	50.0	20.0	10.0	0	3.8	8.076923076923077	7.6	2.611111111111111	26	1.0	2	100.0	0	0	0	0	25.0	75.0	100.0	0.0	0.9523809523809523	2.857142857142857	1.9047619047619047	5.714285714285714	6.666666666666667	0	2.857142857142857	0	9.523809523809524	3.8095238095238093	1.9047619047619047	0	2.857142857142857	2.857142857142857	0	14.285714285714286	1.9047619047619047	0	0	0	0	0	0	0	0	0	0	1.9047619047619047	3.8095238095238093	2.857142857142857	5.714285714285714	0	0	5.714285714285714	6.666666666666667	0	0	9.523809523809524	4.761904761904762	0	0.9523809523809523	25.0	75.0	88.88888888888889	11.11111111111111	1.5	83.33333333333333	0	0	16.666666666666668	0
